Dates,NORMAL,ACTUAL,district
18-Dec-2020,0.0,0.0,Anugul
19-Dec-2020,0.1,0.0,Anugul
20-Dec-2020,0.0,0.0,Anugul
21-Dec-2020,0.2,0.0,Anugul
22-Dec-2020,0.0,0.0,Anugul
23-Dec-2020,0.1,0.0,Anugul
24-Dec-2020,0.0,0.0,Anugul
25-Dec-2020,0.5,0.0,Anugul
26-Dec-2020,0.0,0.0,Anugul
27-Dec-2020,0.0,0.0,Anugul
28-Dec-2020,0.0,0.0,Anugul
29-Dec-2020,0.3,0.0,Anugul
30-Dec-2020,0.2,0.0,Anugul
31-Dec-2020,0.0,0.0,Anugul
01-Jan-2021,0.0,0.0,Anugul
02-Jan-2021,0.5,0.0,Anugul
03-Jan-2021,0.1,0.0,Anugul
04-Jan-2021,0.2,0.0,Anugul
05-Jan-2021,0.5,0.0,Anugul
06-Jan-2021,0.4,0.0,Anugul
07-Jan-2021,0.6,0.0,Anugul
08-Jan-2021,0.1,0.0,Anugul
09-Jan-2021,0.0,0.0,Anugul
10-Jan-2021,0.1,0.0,Anugul
11-Jan-2021,0.2,0.0,Anugul
12-Jan-2021,0.4,0.0,Anugul
13-Jan-2021,0.2,0.0,Anugul
14-Jan-2021,0.3,0.0,Anugul
15-Jan-2021,0.2,0.0,Anugul
16-Jan-2021,1.2,0.0,Anugul
17-Jan-2021,0.1,0.0,Anugul
18-Jan-2021,0.2,0.0,Anugul
19-Jan-2021,0.0,0.0,Anugul
20-Jan-2021,0.1,0.0,Anugul
21-Jan-2021,0.3,0.0,Anugul
22-Jan-2021,0.5,0.0,Anugul
23-Jan-2021,0.3,0.0,Anugul
24-Jan-2021,0.7,0.0,Anugul
25-Jan-2021,0.1,0.0,Anugul
26-Jan-2021,0.6,0.0,Anugul
27-Jan-2021,0.4,0.0,Anugul
28-Jan-2021,0.4,0.0,Anugul
29-Jan-2021,1.5,0.0,Anugul
30-Jan-2021,1.7,1.11,Anugul
31-Jan-2021,1.0,0.0,Anugul
01-Feb-2021,0.5,0.0,Anugul
02-Feb-2021,0.2,0.0,Anugul
03-Feb-2021,1.1,0.0,Anugul
04-Feb-2021,1.7,0.0,Anugul
05-Feb-2021,0.7,0.0,Anugul
06-Feb-2021,0.8,0.0,Anugul
07-Feb-2021,0.8,0.0,Anugul
08-Feb-2021,1.5,0.0,Anugul
09-Feb-2021,2.0,0.0,Anugul
10-Feb-2021,2.4,0.0,Anugul
11-Feb-2021,0.2,0.0,Anugul
12-Feb-2021,1.5,0.0,Anugul
13-Feb-2021,0.4,0.0,Anugul
14-Feb-2021,1.2,0.0,Anugul
15-Feb-2021,1.5,0.0,Anugul
16-Feb-2021,0.4,0.0,Anugul
17-Feb-2021,1.0,0.53,Anugul
18-Feb-2021,0.8,0.0,Anugul
19-Feb-2021,1.2,0.4,Anugul
20-Feb-2021,0.2,0.0,Anugul
21-Feb-2021,0.1,0.0,Anugul
22-Feb-2021,0.0,0.0,Anugul
23-Feb-2021,1.2,0.0,Anugul
24-Feb-2021,1.1,0.0,Anugul
25-Feb-2021,0.5,0.0,Anugul
26-Feb-2021,0.4,0.0,Anugul
27-Feb-2021,0.5,0.0,Anugul
28-Feb-2021,0.7,0.0,Anugul
01-Mar-2021,0.8,0.0,Anugul
02-Mar-2021,1.8,0.0,Anugul
03-Mar-2021,1.6,0.0,Anugul
04-Mar-2021,0.7,0.0,Anugul
05-Mar-2021,0.5,0.0,Anugul
06-Mar-2021,0.9,0.0,Anugul
07-Mar-2021,0.7,0.0,Anugul
08-Mar-2021,0.2,0.0,Anugul
09-Mar-2021,0.8,0.0,Anugul
10-Mar-2021,0.8,0.0,Anugul
11-Mar-2021,2.0,0.0,Anugul
12-Mar-2021,1.7,2.94,Anugul
13-Mar-2021,0.2,2.28,Anugul
14-Mar-2021,0.3,0.54,Anugul
15-Mar-2021,0.6,0.0,Anugul
16-Mar-2021,0.3,0.0,Anugul
17-Mar-2021,0.4,0.0,Anugul
18-Mar-2021,0.8,0.0,Anugul
19-Mar-2021,0.4,0.0,Anugul
20-Mar-2021,0.8,0.0,Anugul
21-Mar-2021,1.1,0.0,Anugul
22-Mar-2021,1.0,0.0,Anugul
23-Mar-2021,0.8,0.0,Anugul
24-Mar-2021,0.5,0.01,Anugul
25-Mar-2021,0.4,0.0,Anugul
26-Mar-2021,0.1,0.0,Anugul
27-Mar-2021,1.0,0.0,Anugul
28-Mar-2021,0.6,1.45,Anugul
29-Mar-2021,0.8,0.0,Anugul
30-Mar-2021,1.1,0.0,Anugul
31-Mar-2021,0.7,0.0,Anugul
01-Apr-2021,0.1,0.0,Anugul
02-Apr-2021,0.5,0.0,Anugul
03-Apr-2021,0.3,0.0,Anugul
04-Apr-2021,1.0,0.14,Anugul
05-Apr-2021,0.3,0.23,Anugul
06-Apr-2021,0.8,0.13,Anugul
07-Apr-2021,0.8,0.0,Anugul
08-Apr-2021,0.9,0.0,Anugul
09-Apr-2021,0.8,4.68,Anugul
10-Apr-2021,1.5,1.39,Anugul
11-Apr-2021,0.6,0.11,Anugul
12-Apr-2021,0.3,0.99,Anugul
13-Apr-2021,0.3,0.29,Anugul
14-Apr-2021,0.5,0.01,Anugul
15-Apr-2021,1.5,1.08,Anugul
16-Apr-2021,2.6,0.81,Anugul
17-Apr-2021,0.9,0.02,Anugul
18-Apr-2021,1.6,0.03,Anugul
19-Apr-2021,1.4,1.63,Anugul
20-Apr-2021,1.1,0.91,Anugul
21-Apr-2021,1.6,0.02,Anugul
22-Apr-2021,0.6,5.87,Anugul
23-Apr-2021,0.5,1.32,Anugul
24-Apr-2021,1.3,0.51,Anugul
25-Apr-2021,1.5,0.0,Anugul
26-Apr-2021,1.3,0.0,Anugul
28-Apr-2021,0.8,0.14,Anugul
29-Apr-2021,1.5,0.0,Anugul
30-Apr-2021,1.7,0.09,Anugul
01-May-2021,1.2,3.3,Anugul
02-May-2021,0.3,0.0,Anugul
03-May-2021,1.0,2.85,Anugul
04-May-2021,1.1,5.36,Anugul
05-May-2021,1.2,0.31,Anugul
06-May-2021,1.7,3.59,Anugul
07-May-2021,0.9,0.08,Anugul
08-May-2021,1.9,13.36,Anugul
09-May-2021,1.2,0.01,Anugul
11-May-2021,0.9,0.0,Anugul
12-May-2021,1.5,15.1,Anugul
13-May-2021,2.2,12.06,Anugul
14-May-2021,1.1,9.76,Anugul
15-May-2021,2.1,0.13,Anugul
16-May-2021,1.0,0.14,Anugul
17-May-2021,0.7,0.0,Anugul
18-May-2021,2.4,0.0,Anugul
19-May-2021,0.5,0.0,Anugul
20-May-2021,1.3,2.67,Anugul
21-May-2021,1.4,5.91,Anugul
22-May-2021,0.6,10.11,Anugul
23-May-2021,1.2,1.39,Anugul
25-May-2021,0.8,6.76,Anugul
26-May-2021,1.6,28.62,Anugul
27-May-2021,1.0,59.62,Anugul
28-May-2021,0.7,1.93,Anugul
29-May-2021,1.7,0.52,Anugul
30-May-2021,1.8,4.82,Anugul
31-May-2021,3.1,0.86,Anugul
01-Jun-2021,4.8,3.3,Anugul
02-Jun-2021,4.0,4.61,Anugul
03-Jun-2021,4.3,3.56,Anugul
04-Jun-2021,5.1,0.22,Anugul
05-Jun-2021,3.4,0.0,Anugul
06-Jun-2021,3.2,1.2,Anugul
07-Jun-2021,2.4,0.68,Anugul
08-Jun-2021,5.7,1.37,Anugul
09-Jun-2021,5.1,19.37,Anugul
10-Jun-2021,7.7,1.19,Anugul
11-Jun-2021,2.4,1.32,Anugul
13-Jun-2021,6.7,26.11,Anugul
14-Jun-2021,8.8,18.11,Anugul
15-Jun-2021,8.7,4.96,Anugul
16-Jun-2021,6.1,3.0,Anugul
17-Jun-2021,6.7,12.24,Anugul
18-Jun-2021,8.7,5.33,Anugul
19-Jun-2021,7.0,8.64,Anugul
20-Jun-2021,5.6,3.26,Anugul
22-Jun-2021,9.5,0.95,Anugul
26-Jun-2021,9.7,4.82,Anugul
27-Jun-2021,10.4,1.96,Anugul
28-Jun-2021,9.8,2.32,Anugul
30-Jun-2021,6.4,1.52,Anugul
01-Jul-2021,9.8,0.52,Anugul
02-Jul-2021,9.6,2.61,Anugul
03-Jul-2021,11.4,22.31,Anugul
04-Jul-2021,8.0,3.05,Anugul
05-Jul-2021,11.3,5.75,Anugul
06-Jul-2021,11.0,2.97,Anugul
07-Jul-2021,11.5,0.32,Anugul
08-Jul-2021,12.1,29.04,Anugul
09-Jul-2021,9.7,0.33,Anugul
10-Jul-2021,13.5,2.55,Anugul
11-Jul-2021,15.0,1.7,Anugul
12-Jul-2021,12.9,10.48,Anugul
13-Jul-2021,10.5,11.74,Anugul
16-Jul-2021,6.9,0.51,Anugul
17-Jul-2021,7.0,1.01,Anugul
18-Jul-2021,16.2,0.22,Anugul
19-Jul-2021,10.6,3.01,Anugul
20-Jul-2021,14.0,16.3,Anugul
21-Jul-2021,12.0,30.46,Anugul
22-Jul-2021,13.4,17.99,Anugul
23-Jul-2021,8.4,18.91,Anugul
24-Jul-2021,9.7,29.72,Anugul
25-Jul-2021,9.9,6.02,Anugul
26-Jul-2021,12.4,1.44,Anugul
27-Jul-2021,12.0,1.18,Anugul
28-Jul-2021,9.0,13.26,Anugul
29-Jul-2021,8.7,4.94,Anugul
30-Jul-2021,8.5,20.5,Anugul
31-Jul-2021,8.8,9.75,Anugul
01-Aug-2021,16.2,0.46,Anugul
02-Aug-2021,15.1,0.78,Anugul
03-Aug-2021,16.8,2.92,Anugul
04-Aug-2021,14.1,0.21,Anugul
05-Aug-2021,13.3,0.44,Anugul
06-Aug-2021,14.4,0.19,Anugul
07-Aug-2021,18.1,1.27,Anugul
08-Aug-2021,13.5,5.61,Anugul
09-Aug-2021,11.5,2.49,Anugul
10-Aug-2021,5.9,4.52,Anugul
11-Aug-2021,7.0,3.36,Anugul
12-Aug-2021,11.5,1.2,Anugul
13-Aug-2021,11.8,9.13,Anugul
14-Aug-2021,9.8,3.49,Anugul
15-Aug-2021,11.0,3.5,Anugul
16-Aug-2021,15.3,2.35,Anugul
17-Aug-2021,14.1,4.56,Anugul
18-Aug-2021,12.5,11.81,Anugul
19-Aug-2021,15.9,4.08,Anugul
20-Aug-2021,13.6,12.64,Anugul
21-Aug-2021,9.3,2.7,Anugul
22-Aug-2021,9.1,0.99,Anugul
23-Aug-2021,7.3,0.03,Anugul
24-Aug-2021,8.4,4.8,Anugul
25-Aug-2021,5.2,5.74,Anugul
26-Aug-2021,7.0,1.99,Anugul
27-Aug-2021,17.2,15.05,Anugul
28-Aug-2021,19.5,19.35,Anugul
29-Aug-2021,12.8,9.12,Anugul
30-Aug-2021,12.1,4.91,Anugul
31-Aug-2021,6.8,12.1,Anugul
01-Sep-2021,5.0,7.15,Anugul
02-Sep-2021,10.0,4.86,Anugul
03-Sep-2021,11.6,0.0,Anugul
04-Sep-2021,13.1,0.75,Anugul
05-Sep-2021,6.0,7.32,Anugul
06-Sep-2021,9.6,7.76,Anugul
07-Sep-2021,9.0,29.16,Anugul
08-Sep-2021,10.9,12.07,Anugul
09-Sep-2021,10.2,10.4,Anugul
10-Sep-2021,11.4,7.61,Anugul
11-Sep-2021,10.1,5.85,Anugul
12-Sep-2021,9.7,14.25,Anugul
13-Sep-2021,9.9,53.26,Anugul
14-Sep-2021,10.4,155.8,Anugul
15-Sep-2021,6.8,7.33,Anugul
16-Sep-2021,7.2,21.31,Anugul
17-Sep-2021,4.1,3.69,Anugul
18-Sep-2021,3.1,3.8,Anugul
19-Sep-2021,5.7,6.22,Anugul
20-Sep-2021,4.8,6.49,Anugul
21-Sep-2021,6.5,24.65,Anugul
22-Sep-2021,5.6,11.07,Anugul
23-Sep-2021,7.0,19.89,Anugul
24-Sep-2021,6.7,2.32,Anugul
25-Sep-2021,7.1,0.38,Anugul
26-Sep-2021,6.6,1.51,Anugul
27-Sep-2021,5.5,8.39,Anugul
28-Sep-2021,4.9,8.49,Anugul
29-Sep-2021,4.5,6.71,Anugul
30-Sep-2021,4.4,10.41,Anugul
01-Oct-2021,4.7,7.94,Anugul
02-Oct-2021,4.8,5.37,Anugul
03-Oct-2021,4.4,0.38,Anugul
04-Oct-2021,4.7,2.72,Anugul
05-Oct-2021,3.6,0.03,Anugul
06-Oct-2021,2.7,3.21,Anugul
07-Oct-2021,3.4,0.0,Anugul
08-Oct-2021,4.8,1.61,Anugul
09-Oct-2021,2.8,0.49,Anugul
10-Oct-2021,3.6,1.6,Anugul
11-Oct-2021,3.2,0.01,Anugul
12-Oct-2021,3.0,0.0,Anugul
13-Oct-2021,1.9,0.0,Anugul
14-Oct-2021,2.3,0.69,Anugul
15-Oct-2021,6.3,2.79,Anugul
16-Oct-2021,5.2,3.11,Anugul
17-Oct-2021,2.9,10.87,Anugul
18-Oct-2021,3.0,12.47,Anugul
19-Oct-2021,3.0,9.61,Anugul
20-Oct-2021,4.5,8.13,Anugul
21-Oct-2021,2.5,0.0,Anugul
22-Oct-2021,1.1,0.0,Anugul
23-Oct-2021,2.6,0.0,Anugul
24-Oct-2021,3.1,0.0,Anugul
25-Oct-2021,2.2,0.0,Anugul
26-Oct-2021,1.6,0.0,Anugul
27-Oct-2021,0.8,0.17,Anugul
28-Oct-2021,1.4,0.1,Anugul
29-Oct-2021,1.9,0.1,Anugul
30-Oct-2021,1.5,0.44,Anugul
31-Oct-2021,1.3,0.0,Anugul
01-Nov-2021,0.4,0.0,Anugul
02-Nov-2021,1.2,0.0,Anugul
03-Nov-2021,1.4,0.12,Anugul
04-Nov-2021,1.5,0.0,Anugul
05-Nov-2021,0.4,0.0,Anugul
06-Nov-2021,0.7,0.0,Anugul
07-Nov-2021,0.8,0.0,Anugul
08-Nov-2021,0.4,0.0,Anugul
09-Nov-2021,0.7,0.0,Anugul
10-Nov-2021,0.4,0.0,Anugul
11-Nov-2021,0.3,0.0,Anugul
12-Nov-2021,0.6,1.07,Anugul
13-Nov-2021,0.2,15.21,Anugul
14-Nov-2021,0.2,4.85,Anugul
15-Nov-2021,0.1,7.58,Anugul
16-Nov-2021,1.0,21.36,Anugul
17-Nov-2021,0.5,0.11,Anugul
18-Nov-2021,0.8,0.0,Anugul
19-Nov-2021,1.5,0.0,Anugul
20-Nov-2021,0.2,0.09,Anugul
21-Nov-2021,0.4,0.0,Anugul
22-Nov-2021,0.3,0.24,Anugul
23-Nov-2021,0.1,0.87,Anugul
24-Nov-2021,0.0,0.0,Anugul
25-Nov-2021,0.0,0.0,Anugul
26-Nov-2021,0.3,0.0,Anugul
27-Nov-2021,0.1,0.0,Anugul
28-Nov-2021,0.3,0.0,Anugul
29-Nov-2021,0.2,0.0,Anugul
30-Nov-2021,0.1,0.0,Anugul
01-Dec-2021,0.3,0.0,Anugul
02-Dec-2021,0.1,0.0,Anugul
03-Dec-2021,0.0,0.0,Anugul
04-Dec-2021,0.0,4.5,Anugul
05-Dec-2021,0.0,7.54,Anugul
06-Dec-2021,0.0,16.02,Anugul
07-Dec-2021,0.0,0.02,Anugul
08-Dec-2021,0.0,0.0,Anugul
09-Dec-2021,0.2,0.32,Anugul
10-Dec-2021,0.0,6.69,Anugul
11-Dec-2021,0.0,0.0,Anugul
12-Dec-2021,0.0,0.0,Anugul
13-Dec-2021,0.0,0.0,Anugul
14-Dec-2021,0.1,0.0,Anugul
15-Dec-2021,0.5,0.0,Anugul
16-Dec-2021,0.1,0.0,Anugul
17-Dec-2021,0.0,0.0,Anugul
18-Dec-2021,0.0,0.0,Anugul
19-Dec-2021,0.1,0.0,Anugul
20-Dec-2021,0.0,0.0,Anugul
21-Dec-2021,0.2,0.0,Anugul
22-Dec-2021,0.0,0.0,Anugul
23-Dec-2021,0.1,0.0,Anugul
24-Dec-2021,0.0,0.0,Anugul
25-Dec-2021,0.5,0.0,Anugul
26-Dec-2021,0.0,0.0,Anugul
27-Dec-2021,0.0,0.0,Anugul
28-Dec-2021,0.0,0.0,Anugul
29-Dec-2021,0.3,7.56,Anugul
30-Dec-2021,0.2,12.51,Anugul
31-Dec-2021,0.0,0.02,Anugul
01-Jan-2022,0.0,0.0,Anugul
02-Jan-2022,0.5,0.0,Anugul
03-Jan-2022,0.1,0.0,Anugul
04-Jan-2022,0.2,0.0,Anugul
05-Jan-2022,0.5,0.0,Anugul
06-Jan-2022,0.4,0.0,Anugul
07-Jan-2022,0.6,0.0,Anugul
08-Jan-2022,0.1,0.0,Anugul
09-Jan-2022,0.0,0.0,Anugul
10-Jan-2022,0.1,0.0,Anugul
11-Jan-2022,0.2,0.01,Anugul
12-Jan-2022,0.4,17.62,Anugul
13-Jan-2022,0.2,5.06,Anugul
14-Jan-2022,0.3,6.25,Anugul
15-Jan-2022,0.2,3.42,Anugul
16-Jan-2022,1.2,0.0,Anugul
17-Jan-2022,0.1,0.0,Anugul
18-Jan-2022,0.2,0.0,Anugul
19-Jan-2022,0.0,0.0,Anugul
20-Jan-2022,0.1,0.0,Anugul
21-Jan-2022,0.3,0.0,Anugul
22-Jan-2022,0.5,0.01,Anugul
23-Jan-2022,0.3,0.0,Anugul
24-Jan-2022,0.7,4.16,Anugul
25-Jan-2022,0.1,0.0,Anugul
26-Jan-2022,0.6,0.0,Anugul
27-Jan-2022,0.4,0.0,Anugul
28-Jan-2022,0.4,0.0,Anugul
29-Jan-2022,1.5,0.0,Anugul
30-Jan-2022,1.7,0.0,Anugul
31-Jan-2022,1.0,0.0,Anugul
01-Feb-2022,0.5,0.0,Anugul
02-Feb-2022,0.2,0.0,Anugul
03-Feb-2022,1.1,0.0,Anugul
04-Feb-2022,1.7,2.24,Anugul
05-Feb-2022,0.7,2.06,Anugul
06-Feb-2022,0.8,0.0,Anugul
07-Feb-2022,0.8,0.0,Anugul
08-Feb-2022,1.5,0.0,Anugul
09-Feb-2022,2.0,0.0,Anugul
10-Feb-2022,2.4,0.0,Anugul
11-Feb-2022,0.2,0.0,Anugul
12-Feb-2022,1.5,0.0,Anugul
13-Feb-2022,0.4,0.0,Anugul
14-Feb-2022,1.2,0.0,Anugul
16-Feb-2022,0.4,0.0,Anugul
17-Feb-2022,1.0,0.0,Anugul
18-Feb-2022,0.8,0.0,Anugul
19-Feb-2022,1.2,0.0,Anugul
20-Feb-2022,0.2,0.0,Anugul
21-Feb-2022,0.1,0.53,Anugul
22-Feb-2022,0.0,0.0,Anugul
23-Feb-2022,1.2,0.0,Anugul
24-Feb-2022,1.1,0.0,Anugul
25-Feb-2022,0.5,0.0,Anugul
26-Feb-2022,0.4,0.41,Anugul
27-Feb-2022,0.5,0.34,Anugul
28-Feb-2022,0.7,0.0,Anugul
01-Mar-2022,0.8,0.0,Anugul
02-Mar-2022,1.8,0.17,Anugul
03-Mar-2022,1.6,0.0,Anugul
04-Mar-2022,0.7,0.0,Anugul
05-Mar-2022,0.5,0.0,Anugul
06-Mar-2022,0.9,0.0,Anugul
07-Mar-2022,0.7,0.0,Anugul
08-Mar-2022,0.2,0.0,Anugul
09-Mar-2022,0.8,0.0,Anugul
10-Mar-2022,0.8,0.0,Anugul
11-Mar-2022,2.0,0.0,Anugul
12-Mar-2022,1.7,0.0,Anugul
13-Mar-2022,0.2,0.0,Anugul
14-Mar-2022,0.3,0.0,Anugul
15-Mar-2022,0.6,0.0,Anugul
16-Mar-2022,0.3,0.0,Anugul
17-Mar-2022,0.4,0.0,Anugul
18-Mar-2022,0.8,0.0,Anugul
19-Mar-2022,0.4,0.0,Anugul
20-Mar-2022,0.8,0.0,Anugul
22-Mar-2022,1.0,0.0,Anugul
23-Mar-2022,0.8,0.0,Anugul
24-Mar-2022,0.5,0.0,Anugul
25-Mar-2022,0.4,0.0,Anugul
26-Mar-2022,0.1,0.0,Anugul
27-Mar-2022,1.0,0.0,Anugul
28-Mar-2022,0.6,0.0,Anugul
29-Mar-2022,0.8,0.0,Anugul
30-Mar-2022,1.1,0.0,Anugul
31-Mar-2022,0.7,0.0,Anugul
01-Apr-2022,0.1,0.0,Anugul
02-Apr-2022,0.5,0.0,Anugul
04-Apr-2022,1.0,0.0,Anugul
05-Apr-2022,0.3,0.0,Anugul
06-Apr-2022,0.8,0.03,Anugul
08-Apr-2022,0.9,0.09,Anugul
09-Apr-2022,0.8,0.02,Anugul
10-Apr-2022,1.5,0.26,Anugul
11-Apr-2022,0.6,0.42,Anugul
12-Apr-2022,0.3,0.1,Anugul
13-Apr-2022,0.3,1.01,Anugul
14-Apr-2022,0.5,0.1,Anugul
15-Apr-2022,1.5,0.0,Anugul
16-Apr-2022,2.6,0.0,Anugul
17-Apr-2022,0.9,3.3,Anugul
18-Apr-2022,1.6,0.21,Anugul
19-Apr-2022,1.4,0.0,Anugul
20-Apr-2022,1.1,0.12,Anugul
21-Apr-2022,1.6,0.05,Anugul
22-Apr-2022,0.6,0.2,Anugul
23-Apr-2022,0.5,0.0,Anugul
24-Apr-2022,1.3,0.08,Anugul
25-Apr-2022,1.5,0.04,Anugul
26-Apr-2022,1.3,0.07,Anugul
27-Apr-2022,1.1,0.02,Anugul
28-Apr-2022,0.8,0.0,Anugul
29-Apr-2022,1.5,0.0,Anugul
30-Apr-2022,1.7,0.23,Anugul
01-May-2022,1.2,0.0,Anugul
02-May-2022,0.3,0.26,Anugul
03-May-2022,1.0,0.07,Anugul
04-May-2022,1.1,11.1,Anugul
05-May-2022,1.2,0.13,Anugul
06-May-2022,1.7,9.51,Anugul
07-May-2022,0.9,0.03,Anugul
08-May-2022,1.9,0.0,Anugul
09-May-2022,1.2,0.0,Anugul
10-May-2022,1.6,0.57,Anugul
11-May-2022,0.9,12.26,Anugul
12-May-2022,1.5,0.61,Anugul
13-May-2022,2.2,0.1,Anugul
14-May-2022,1.1,0.03,Anugul
15-May-2022,2.1,0.0,Anugul
16-May-2022,1.0,0.83,Anugul
17-May-2022,0.7,0.0,Anugul
18-May-2022,2.4,0.03,Anugul
19-May-2022,0.5,0.78,Anugul
20-May-2022,1.3,2.44,Anugul
21-May-2022,1.4,0.0,Anugul
22-May-2022,0.6,14.4,Anugul
23-May-2022,1.2,3.5,Anugul
24-May-2022,1.0,19.06,Anugul
25-May-2022,0.8,0.79,Anugul
26-May-2022,1.6,0.01,Anugul
27-May-2022,1.0,0.2,Anugul
28-May-2022,0.7,0.8,Anugul
29-May-2022,1.7,0.08,Anugul
30-May-2022,1.8,3.81,Anugul
31-May-2022,3.1,0.0,Anugul
01-Jun-2022,4.8,0.77,Anugul
02-Jun-2022,4.0,0.86,Anugul
03-Jun-2022,4.3,0.1,Anugul
04-Jun-2022,5.1,0.0,Anugul
05-Jun-2022,3.4,4.65,Anugul
06-Jun-2022,3.2,5.71,Anugul
07-Jun-2022,2.4,0.0,Anugul
08-Jun-2022,5.7,0.0,Anugul
09-Jun-2022,5.1,1.19,Anugul
10-Jun-2022,7.7,0.15,Anugul
11-Jun-2022,2.4,0.22,Anugul
12-Jun-2022,3.6,0.09,Anugul
13-Jun-2022,6.7,0.37,Anugul
14-Jun-2022,8.8,0.01,Anugul
15-Jun-2022,8.7,10.8,Anugul
16-Jun-2022,6.1,13.0,Anugul
17-Jun-2022,6.7,2.76,Anugul
18-Jun-2022,8.7,2.11,Anugul
19-Jun-2022,7.0,23.09,Anugul
20-Jun-2022,5.6,14.13,Anugul
21-Jun-2022,10.7,15.07,Anugul
22-Jun-2022,9.5,0.53,Anugul
23-Jun-2022,7.0,20.56,Anugul
24-Jun-2022,10.8,7.44,Anugul
25-Jun-2022,6.3,8.69,Anugul
26-Jun-2022,9.7,2.02,Anugul
27-Jun-2022,10.4,0.22,Anugul
28-Jun-2022,9.8,2.02,Anugul
29-Jun-2022,7.9,3.08,Anugul
30-Jun-2022,6.4,4.56,Anugul
01-Jul-2022,9.8,1.58,Anugul
02-Jul-2022,9.6,4.1,Anugul
03-Jul-2022,11.4,6.9,Anugul
04-Jul-2022,8.0,29.88,Anugul
05-Jul-2022,11.3,9.29,Anugul
06-Jul-2022,11.0,17.2,Anugul
07-Jul-2022,11.5,8.08,Anugul
08-Jul-2022,12.1,10.59,Anugul
09-Jul-2022,9.7,14.75,Anugul
10-Jul-2022,13.5,24.14,Anugul
11-Jul-2022,15.0,8.45,Anugul
12-Jul-2022,12.9,22.2,Anugul
13-Jul-2022,10.5,19.31,Anugul
14-Jul-2022,10.7,29.38,Anugul
15-Jul-2022,8.4,16.41,Anugul
18-Jul-2022,16.2,10.94,Anugul
19-Jul-2022,10.6,15.2,Anugul
20-Jul-2022,14.0,6.15,Anugul
21-Jul-2022,12.0,2.94,Anugul
22-Jul-2022,13.4,5.43,Anugul
23-Jul-2022,8.4,14.23,Anugul
24-Jul-2022,9.7,8.47,Anugul
25-Jul-2022,9.9,9.66,Anugul
26-Jul-2022,12.4,6.73,Anugul
27-Jul-2022,12.0,1.78,Anugul
28-Jul-2022,9.0,0.03,Anugul
29-Jul-2022,8.7,3.51,Anugul
30-Jul-2022,8.5,3.98,Anugul
31-Jul-2022,8.8,2.13,Anugul
01-Aug-2022,16.2,0.43,Anugul
02-Aug-2022,15.1,6.11,Anugul
03-Aug-2022,16.8,15.95,Anugul
04-Aug-2022,14.1,2.86,Anugul
05-Aug-2022,13.3,1.74,Anugul
06-Aug-2022,14.4,2.62,Anugul
07-Aug-2022,18.1,25.57,Anugul
08-Aug-2022,13.5,15.89,Anugul
09-Aug-2022,11.5,18.63,Anugul
10-Aug-2022,5.9,40.69,Anugul
11-Aug-2022,7.0,17.01,Anugul
12-Aug-2022,11.5,18.0,Anugul
13-Aug-2022,11.8,22.52,Anugul
14-Aug-2022,9.8,59.95,Anugul
15-Aug-2022,11.0,43.0,Anugul
16-Aug-2022,15.3,1.21,Anugul
17-Aug-2022,14.1,0.82,Anugul
18-Aug-2022,12.5,0.48,Anugul
19-Aug-2022,15.9,30.04,Anugul
20-Aug-2022,13.6,49.95,Anugul
21-Aug-2022,9.3,17.87,Anugul
22-Aug-2022,9.1,6.33,Anugul
23-Aug-2022,7.3,4.93,Anugul
24-Aug-2022,8.4,2.52,Anugul
25-Aug-2022,5.2,27.06,Anugul
26-Aug-2022,7.0,0.06,Anugul
27-Aug-2022,17.2,0.44,Anugul
28-Aug-2022,19.5,1.4,Anugul
29-Aug-2022,12.8,10.2,Anugul
30-Aug-2022,12.1,2.4,Anugul
31-Aug-2022,6.8,0.0,Anugul
01-Sep-2022,5.0,0.56,Anugul
02-Sep-2022,10.0,0.42,Anugul
03-Sep-2022,11.6,0.59,Anugul
04-Sep-2022,13.1,10.37,Anugul
05-Sep-2022,6.0,2.3,Anugul
06-Sep-2022,9.6,4.51,Anugul
07-Sep-2022,9.0,1.41,Anugul
08-Sep-2022,10.9,2.48,Anugul
09-Sep-2022,10.2,4.94,Anugul
10-Sep-2022,11.4,9.31,Anugul
11-Sep-2022,10.1,26.41,Anugul
12-Sep-2022,9.7,14.89,Anugul
13-Sep-2022,9.9,1.71,Anugul
14-Sep-2022,10.4,1.55,Anugul
15-Sep-2022,6.8,4.96,Anugul
16-Sep-2022,7.2,0.34,Anugul
17-Sep-2022,4.1,0.16,Anugul
18-Sep-2022,3.1,1.35,Anugul
19-Sep-2022,5.7,18.04,Anugul
20-Sep-2022,4.8,14.85,Anugul
21-Sep-2022,6.5,7.98,Anugul
22-Sep-2022,5.6,2.84,Anugul
23-Sep-2022,7.0,4.13,Anugul
24-Sep-2022,6.7,4.71,Anugul
25-Sep-2022,7.1,1.37,Anugul
26-Sep-2022,6.6,1.94,Anugul
27-Sep-2022,5.5,0.48,Anugul
28-Sep-2022,4.9,1.75,Anugul
29-Sep-2022,4.5,0.81,Anugul
30-Sep-2022,4.4,8.93,Anugul
01-Oct-2022,4.7,2.65,Anugul
02-Oct-2022,4.8,3.47,Anugul
03-Oct-2022,4.4,6.11,Anugul
04-Oct-2022,4.7,7.84,Anugul
05-Oct-2022,3.6,23.46,Anugul
